id,value
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Cyrtopodion,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Cyrtopodion.kotschyi,2.5
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Euleptes,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Euleptes.europaea,2.75
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Hemidactylus,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Hemidactylus.turcicus,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Tarentola,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Tarentola.angustimentalis,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Tarentola.boettgeri,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Tarentola.delalandii,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Tarentola.gomerensis,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.GEKKONIDAE.Tarentola.mauritanica,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE,1.922
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Acanthodactylus,1.5
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Acanthodactylus.erythrurus,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Acanthodactylus.schreiberi,1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Algyroides,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Algyroides.fitzingeri,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Algyroides.marchi,0.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Algyroides.moreoticus,1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Algyroides.nigropunctatus,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Anatololacerta,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Anatololacerta.oertzeni,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Archaeolacerta,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Archaeolacerta.bedriagae,2.5
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Dalmatolacerta,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Dalmatolacerta.oxycephala,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Darevskia,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Darevskia.praticola,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Dinarolacerta,1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Dinarolacerta.mosorensis,1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Eremias,2.5
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Eremias.arguta,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Eremias.velox,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Gallotia,1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Gallotia.atlantica,2.5
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Gallotia.auaritae,-1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Gallotia.bravoana,-1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Gallotia.caesaris,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Gallotia.galloti,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Gallotia.intermedia,2.25
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Gallotia.simonyi,1.25
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Gallotia.stehlini,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Hellenolacerta,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Hellenolacerta.graeca,1.667
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Iberolacerta,0.75
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Iberolacerta.aranica,0.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Iberolacerta.aurelioi,0.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Iberolacerta.bonnali,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Iberolacerta.cyreni,0.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Iberolacerta.galani,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Iberolacerta.horvathi,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Iberolacerta.martinezricai,-1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Iberolacerta.monticola,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Lacerta,2.833
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Lacerta.agilis,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Lacerta.bilineata,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Lacerta.schreiberi,1.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Lacerta.strigata,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Lacerta.trilineata,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Lacerta.viridis,2.333
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Ophisops,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Ophisops.elegans,2.6
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Phoenicolacerta,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Phoenicolacerta.troodica,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis,2.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.bocagei,3.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.carbonelli,0.0
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.cretensis,1.571
ANIMALIA.CHORDATA.REPTILIA.SQUAMATA.LACERTIDAE.Podarcis.erhardii,3.0
